id,fecha,tipo_elem,intensidad,ocupacion,carga,vmed,error,periodo_integracion,hora,dia,mes,atasco
4708,2021-01-01 11:15:00,URB,0.23333333333333334,0.03333333333333333,10,0.0,N,15,11,1,1,0.2968325630090339
4708,2021-01-01 11:30:00,URB,0.18333333333333332,0.044444444444444446,9,0.0,N,15,11,1,1,0.3119965367586448
4708,2021-01-01 11:45:00,URB,0.2833333333333333,0.044444444444444446,12,0.0,N,15,11,1,1,0.2952432343244713
4708,2021-01-01 12:00:00,URB,0.19791666666666666,0.03333333333333333,9,0.0,N,15,12,1,1,0.30228392186044306
4708,2021-01-01 12:15:00,URB,0.24791666666666667,0.044444444444444446,10,0.0,N,15,12,1,1,0.3019494669566545
4708,2021-01-01 12:30:00,URB,0.2916666666666667,0.05555555555555556,13,0.0,N,15,12,1,1,0.30105624221743726
4708,2021-01-01 12:45:00,URB,0.3416666666666667,0.05555555555555556,15,0.0,N,15,12,1,1,0.2898199454528851
4708,2021-01-01 13:00:00,URB,0.28541666666666665,0.044444444444444446,13,0.0,N,15,13,1,1,0.2948230387469407
4708,2021-01-01 13:15:00,URB,0.325,0.03333333333333333,12,0.0,N,15,13,1,1,0.27886566977974064
4708,2021-01-01 13:30:00,URB,0.30833333333333335,0.05555555555555556,13,0.0,N,15,13,1,1,0.2974885221270689
4708,2021-01-01 13:45:00,URB,0.35833333333333334,0.06666666666666667,16,0.0,N,15,13,1,1,0.29306510593659024
4708,2021-01-01 14:00:00,URB,0.3833333333333333,0.05555555555555556,17,0.0,N,15,14,1,1,0.27926435044240405
4708,2021-01-01 14:15:00,URB,0.35,0.044444444444444446,15,0.0,N,15,14,1,1,0.2804215054099079
4708,2021-01-01 14:30:00,URB,0.3833333333333333,0.05555555555555556,16,0.0,N,15,14,1,1,0.27926435044240405
4708,2021-01-01 14:45:00,URB,0.23541666666666666,0.044444444444444446,10,0.0,N,15,14,1,1,0.3041165950040442
4708,2021-01-01 15:00:00,URB,0.3416666666666667,0.03333333333333333,13,0.0,N,15,15,1,1,0.275023946755634
4708,2021-01-01 15:15:00,URB,0.35,0.044444444444444446,15,0.0,N,15,15,1,1,0.2804215054099079
4708,2021-01-01 15:30:00,URB,0.2583333333333333,0.03333333333333333,12,0.0,N,15,15,1,1,0.2924759525091901
4708,2021-01-01 15:45:00,URB,0.2916666666666667,0.044444444444444446,12,0.0,N,15,15,1,1,0.2935455201509687
4708,2021-01-01 16:00:00,URB,0.2583333333333333,0.03333333333333333,11,0.0,N,15,16,1,1,0.2924759525091901
4708,2021-01-01 16:15:00,URB,0.26666666666666666,0.03333333333333333,13,0.0,N,15,16,1,1,0.29093175379391173
4708,2021-01-01 16:30:00,URB,0.24166666666666667,0.03333333333333333,10,0.0,N,15,16,1,1,0.29542664603952623
4708,2021-01-01 16:45:00,URB,0.26666666666666666,0.044444444444444446,12,0.0,N,15,16,1,1,0.2985024836593513
4708,2021-01-01 17:00:00,URB,0.28125,0.044444444444444446,13,0.0,N,15,17,1,1,0.2956605994788144
4708,2021-01-01 17:15:00,URB,0.3645833333333333,0.044444444444444446,15,0.0,N,15,17,1,1,0.2768100433850278
4708,2021-01-01 17:30:00,URB,0.39166666666666666,0.05555555555555556,17,0.0,N,15,17,1,1,0.2770276331630119
4708,2021-01-01 17:45:00,URB,0.2895833333333333,0.044444444444444446,13,0.0,N,15,17,1,1,0.2939741765708811
4708,2021-01-01 18:00:00,URB,0.4,0.07777777777777778,17,0.0,N,15,18,1,1,0.289192773263913
4708,2021-01-01 18:15:00,URB,0.3416666666666667,0.044444444444444446,14,0.0,N,15,18,1,1,0.2824268222459129
4708,2021-01-01 18:30:00,URB,0.36666666666666664,0.06666666666666667,16,0.0,N,15,18,1,1,0.29093175379391173
4708,2021-01-01 18:45:00,URB,0.475,0.07777777777777778,20,0.0,N,15,18,1,1,0.2664746673902483
4708,2021-01-01 19:00:00,URB,0.5916666666666667,0.12222222222222223,26,0.0,N,15,19,1,1,0.2514803704628254
4708,2021-01-01 19:15:00,URB,0.5166666666666666,0.05555555555555556,23,0.0,N,15,19,1,1,0.23877738043118443
4708,2021-01-01 19:30:00,URB,0.49166666666666664,0.06666666666666667,20,0.0,N,14,19,1,1,0.25406192541799355
4708,2021-01-01 19:45:00,URB,0.43333333333333335,0.06666666666666667,18,0.0,N,15,19,1,1,0.27237066823523093
4708,2021-01-01 20:00:00,URB,0.4,0.08888888888888889,18,0.0,N,15,20,1,1,0.2963937689338861
4708,2021-01-01 20:15:00,URB,0.4,0.044444444444444446,16,0.0,N,15,20,1,1,0.267508901162244
4708,2021-01-01 20:30:00,URB,0.49166666666666664,0.07777777777777778,22,0.0,N,15,20,1,1,0.26100408043359097
4708,2021-01-01 20:45:00,URB,0.46875,0.06666666666666667,19,0.0,N,15,20,1,1,0.26147522938932133
4708,2021-01-01 21:00:00,URB,0.35,0.044444444444444446,14,0.0,N,15,21,1,1,0.2804215054099079
4708,2021-01-01 21:15:00,URB,0.34791666666666665,0.044444444444444446,15,0.0,N,15,21,1,1,0.28092683727678625
4708,2021-01-01 21:30:00,URB,0.325,0.06666666666666667,15,0.0,N,15,21,1,1,0.3011666467922731
4708,2021-01-01 21:45:00,URB,0.35,0.044444444444444446,15,0.0,N,15,21,1,1,0.2804215054099079
4708,2021-01-01 22:00:00,URB,0.27708333333333335,0.03333333333333333,11,0.0,N,15,22,1,1,0.28893754913666153
4708,2021-01-01 22:15:00,URB,0.38958333333333334,0.05555555555555556,16,0.0,N,15,22,1,1,0.2775906692694625
4708,2021-01-01 22:30:00,URB,0.31666666666666665,0.05555555555555556,14,0.0,N,15,22,1,1,0.295637491621057
4708,2021-01-01 22:45:00,URB,0.38958333333333334,0.06666666666666667,15,0.0,N,15,22,1,1,0.2848474691640175
4708,2021-01-01 23:00:00,URB,0.24166666666666667,0.03333333333333333,11,0.0,N,15,23,1,1,0.29542664603952623
4708,2021-01-01 23:15:00,URB,0.30833333333333335,0.044444444444444446,12,0.0,N,15,23,1,1,0.29001554094560245
4708,2021-01-01 23:30:00,URB,0.28125,0.044444444444444446,11,0.0,N,15,23,1,1,0.2956605994788144
4708,2021-01-01 23:45:00,URB,0.275,0.03333333333333333,11,0.0,N,15,23,1,1,0.28934204977202843
4708,2021-01-02 00:00:00,URB,0.275,0.022222222222222223,13,0.0,N,15,0,2,1,0.28178193328347373
4708,2021-01-02 00:15:00,URB,0.23333333333333334,0.044444444444444446,9,0.0,N,15,0,2,1,0.30446751901958935
4708,2021-01-02 00:30:00,URB,0.2,0.011111111111111112,9,0.0,N,15,0,2,1,0.2865922503336885
4708,2021-01-02 00:45:00,URB,0.11666666666666667,0.011111111111111112,6,0.0,N,15,0,2,1,0.2959004524646347
4708,2021-01-02 01:00:00,URB,0.15,0.022222222222222223,7,0.0,N,15,1,2,1,0.30051826946086396
4708,2021-01-02 01:15:00,URB,0.10625,0.022222222222222223,6,0.0,N,14,1,2,1,0.3045366849300931
4708,2021-01-02 01:30:00,URB,0.13333333333333333,0.022222222222222223,5,0.0,N,15,1,2,1,0.30220806808410755
4708,2021-01-02 01:45:00,URB,0.07708333333333334,0.011111111111111112,4,0.0,N,13,1,2,1,0.29862881623006526
4708,2021-01-02 02:00:00,URB,0.05416666666666667,0.022222222222222223,3,0.0,N,14,2,2,1,0.307546604278011
4708,2021-01-02 02:15:00,URB,0.06666666666666667,0.011111111111111112,5,0.0,N,15,2,2,1,0.2991627581911954
4708,2021-01-02 02:30:00,URB,0.041666666666666664,0.011111111111111112,3,0.0,N,9,2,2,1,0.3001295313849096
4708,2021-01-02 02:45:00,URB,0.1,0.022222222222222223,4,0.0,N,10,2,2,1,0.30500022204462207
4708,2021-01-02 03:00:00,URB,0.025,0.011111111111111112,2,0.0,N,5,3,2,1,0.30052654283100166
4708,2021-01-02 03:15:00,URB,0.058333333333333334,0.011111111111111112,3,0.0,N,13,3,2,1,0.2995344361263435
4708,2021-01-02 03:30:00,URB,0.058333333333333334,0.011111111111111112,3,0.0,N,13,3,2,1,0.2995344361263435
4708,2021-01-02 03:45:00,URB,0.07708333333333334,0.022222222222222223,4,0.0,N,13,3,2,1,0.3064615284665792
4708,2021-01-02 04:00:00,URB,0.04791666666666666,0.011111111111111112,3,0.0,N,8,4,2,1,0.29992956014685723
4708,2021-01-02 04:15:00,URB,0.075,0.022222222222222223,4,0.0,N,10,4,2,1,0.3065757493727057
4708,2021-01-02 04:30:00,URB,0.04375,0.011111111111111112,3,0.0,N,14,4,2,1,0.30006596844134614
4708,2021-01-02 04:45:00,URB,0.04791666666666666,0.011111111111111112,3,0.0,N,13,4,2,1,0.29992956014685723
4708,2021-01-02 05:00:00,URB,0.03333333333333333,0.011111111111111112,3,0.0,N,11,5,2,1,0.30035282260305934
4708,2021-01-02 05:15:00,URB,0.07708333333333334,0.011111111111111112,5,0.0,N,13,5,2,1,0.29862881623006526
4708,2021-01-02 05:30:00,URB,0.07916666666666666,0.022222222222222223,4,0.0,N,8,5,2,1,0.30634419780875455
4708,2021-01-02 05:45:00,URB,0.09166666666666666,0.011111111111111112,4,0.0,N,11,5,2,1,0.2977521760996055
4708,2021-01-02 06:00:00,URB,0.1,0.011111111111111112,5,0.0,N,10,6,2,1,0.29718379551695695
4708,2021-01-02 06:15:00,URB,0.125,0.022222222222222223,6,0.0,N,15,6,2,1,0.3029797769375521
4708,2021-01-02 06:30:00,URB,0.10833333333333334,0.044444444444444446,6,0.0,N,15,6,2,1,0.31999171664449655
4708,2021-01-02 06:45:00,URB,0.12708333333333333,0.022222222222222223,6,0.0,N,15,6,2,1,0.30279143854684326
4708,2021-01-02 07:00:00,URB,0.13125,0.03333333333333333,6,0.0,N,15,7,2,1,0.3101916907776319
4708,2021-01-02 07:15:00,URB,0.125,0.022222222222222223,6,0.0,N,15,7,2,1,0.3029797769375521
4708,2021-01-02 07:30:00,URB,0.175,0.022222222222222223,8,0.0,N,15,7,2,1,0.2976203367422825
4708,2021-01-02 07:45:00,URB,0.18333333333333332,0.022222222222222223,9,0.0,N,15,7,2,1,0.2965582846364738
4708,2021-01-02 08:00:00,URB,0.21666666666666667,0.03333333333333333,9,0.0,N,15,8,2,1,0.2995041438777497
4708,2021-01-02 08:15:00,URB,0.20833333333333334,0.022222222222222223,9,0.0,N,15,8,2,1,0.2930869358634589
4708,2021-01-02 08:30:00,URB,0.13333333333333333,0.03333333333333333,7,0.0,N,15,8,2,1,0.30999194851718503
4708,2021-01-02 08:45:00,URB,0.2520833333333333,0.044444444444444446,12,0.0,N,15,8,2,1,0.3012037397432887
4708,2021-01-02 09:00:00,URB,0.15833333333333333,0.03333333333333333,7,0.0,N,15,9,2,1,0.30735510942154176
4708,2021-01-02 09:15:00,URB,0.16666666666666666,0.03333333333333333,7,0.0,N,15,9,2,1,0.3063782651105063
4708,2021-01-02 09:30:00,URB,0.23958333333333334,0.03333333333333333,11,0.0,N,15,9,2,1,0.2957824845775436
4708,2021-01-02 09:45:00,URB,0.29583333333333334,0.03333333333333333,13,0.0,N,14,9,2,1,0.28517071773899905
4708,2021-01-02 10:00:00,URB,0.4166666666666667,0.06666666666666667,18,0.0,N,15,10,2,1,0.27725446309844903
4708,2021-01-02 10:15:00,URB,0.33125,0.05555555555555556,15,0.0,N,15,10,2,1,0.29229177228819253
4708,2021-01-02 10:30:00,URB,0.3416666666666667,0.06666666666666667,15,0.0,N,15,10,2,1,0.2972030086069583
4708,2021-01-02 10:45:00,URB,0.425,0.05555555555555556,18,0.0,N,15,10,2,1,0.2676748302011001
4708,2021-01-02 11:00:00,URB,0.36666666666666664,0.06666666666666667,17,0.0,N,15,11,2,1,0.29093175379391173
4708,2021-01-02 11:15:00,URB,0.5833333333333334,0.08888888888888889,25,0.0,N,15,11,2,1,0.23501593658171502
4708,2021-01-02 11:30:00,URB,0.4895833333333333,0.07777777777777778,20,0.0,N,15,11,2,1,0.26169597473727957
4708,2021-01-02 11:45:00,URB,0.5916666666666667,0.08888888888888889,25,0.0,N,15,11,2,1,0.23182264377470493
4708,2021-01-02 12:00:00,URB,0.5854166666666667,0.07777777777777778,24,0.0,N,15,12,2,1,0.22759903522470756
4708,2021-01-02 12:15:00,URB,0.5666666666666667,0.1,25,0.0,N,15,12,2,1,0.2479657218214348
4708,2021-01-02 12:30:00,URB,0.59375,0.08888888888888889,25,0.0,N,15,12,2,1,0.23101933727494703
4708,2021-01-02 12:45:00,URB,0.5666666666666667,0.07777777777777778,25,0.0,N,15,12,2,1,0.2346226622535768
4708,2021-01-02 13:00:00,URB,0.6166666666666667,0.11111111111111112,28,0.0,N,15,13,2,1,0.23501593658171516
4708,2021-01-02 13:15:00,URB,0.5770833333333333,0.1,24,0.0,N,15,13,2,1,0.24401548507555038
4708,2021-01-02 13:30:00,URB,0.5833333333333334,0.08888888888888889,25,0.0,N,15,13,2,1,0.23501593658171502
4708,2021-01-02 13:45:00,URB,0.5916666666666667,0.1,26,0.0,N,15,13,2,1,0.23839989349907378
4708,2021-01-02 14:00:00,URB,0.5416666666666666,0.14444444444444446,29,0.0,N,15,14,2,1,0.2839769255045781
4708,2021-01-02 14:15:00,URB,0.5520833333333334,0.1,23,0.0,N,15,14,2,1,0.2534090788978062
4708,2021-01-02 14:30:00,URB,0.6166666666666667,0.1,26,0.0,N,15,14,2,1,0.22854754593112553
4708,2021-01-02 14:45:00,URB,0.5645833333333333,0.08888888888888889,25,0.0,N,15,14,2,1,0.2420825252483286
4708,2021-01-02 15:00:00,URB,0.425,0.06666666666666667,18,0.0,N,15,15,2,1,0.2748323948523655
4708,2021-01-02 15:15:00,URB,0.5333333333333333,0.06666666666666667,22,0.0,N,15,15,2,1,0.23988304993390797
4708,2021-01-02 15:30:00,URB,0.5583333333333333,0.07777777777777778,22,0.0,N,15,15,2,1,0.2376910277743004
4708,2021-01-02 15:45:00,URB,0.48125,0.06666666666666667,20,0.0,N,15,15,2,1,0.25746627227744356
4708,2021-01-02 16:00:00,URB,0.4166666666666667,0.06666666666666667,17,0.0,N,15,16,2,1,0.27725446309844903
4708,2021-01-02 16:15:00,URB,0.5583333333333333,0.07777777777777778,24,0.0,N,15,16,2,1,0.2376910277743004
4708,2021-01-02 16:30:00,URB,0.3833333333333333,0.05555555555555556,17,0.0,N,15,16,2,1,0.27926435044240405
4708,2021-01-02 16:45:00,URB,0.5166666666666666,0.07777777777777778,22,0.0,N,15,16,2,1,0.2525248259624477
4708,2021-01-02 17:00:00,URB,0.4666666666666667,0.06666666666666667,20,0.0,N,15,17,2,1,0.26213521262737816
4708,2021-01-02 17:15:00,URB,0.54375,0.07777777777777778,25,0.0,N,15,17,2,1,0.2429802216386637
4708,2021-01-02 17:30:00,URB,0.5104166666666666,0.06666666666666667,22,0.0,N,15,17,2,1,0.24779115774865362
4708,2021-01-02 17:45:00,URB,0.44375,0.06666666666666667,19,0.0,N,15,17,2,1,0.26923835157723586
4708,2021-01-02 18:00:00,URB,0.6,0.08888888888888889,26,0.0,N,15,18,2,1,0.22859755743512086
4708,2021-01-02 18:15:00,URB,0.53125,0.08888888888888889,24,0.0,N,15,18,2,1,0.25422858083387134
4708,2021-01-02 18:30:00,URB,0.6583333333333333,0.12222222222222223,29,0.0,N,15,18,2,1,0.22414672619809384
4708,2021-01-02 18:45:00,URB,0.6,0.1,27,0.0,N,15,18,2,1,0.23514707296108242
4708,2021-01-02 19:00:00,URB,0.5270833333333333,0.1,24,0.0,N,15,19,2,1,0.2624985287208649
4708,2021-01-02 19:15:00,URB,0.5854166666666667,0.11111111111111112,27,0.0,N,15,19,2,1,0.24739248927437807
4708,2021-01-02 19:30:00,URB,0.5916666666666667,0.1,26,0.0,N,15,19,2,1,0.23839989349907378
4708,2021-01-02 19:45:00,URB,0.525,0.08888888888888889,23,0.0,N,15,19,2,1,0.2564448719865745
4708,2021-01-02 20:00:00,URB,0.6020833333333333,0.08888888888888889,27,0.0,N,15,20,2,1,0.2277863647060157
4708,2021-01-02 20:15:00,URB,0.49166666666666664,0.07777777777777778,21,0.0,N,15,20,2,1,0.26100408043359097
4708,2021-01-02 20:30:00,URB,0.7020833333333333,0.14444444444444446,33,0.0,N,15,20,2,1,0.21740932934693782
4708,2021-01-02 20:45:00,URB,0.4770833333333333,0.13333333333333333,25,0.0,N,15,20,2,1,0.3004574287237568
4708,2021-01-02 21:00:00,URB,0.65,0.13333333333333333,30,0.0,N,15,21,2,1,0.23396765371457362
4708,2021-01-02 21:15:00,URB,0.51875,0.06666666666666667,22,0.0,N,15,21,2,1,0.24494613648723337
4708,2021-01-02 21:30:00,URB,0.5229166666666667,0.08888888888888889,23,0.0,N,15,21,2,1,0.2571792621810087
4708,2021-01-02 21:45:00,URB,0.525,0.07777777777777778,22,0.0,N,15,21,2,1,0.24962715029110566
4708,2021-01-02 22:00:00,URB,0.5083333333333333,0.05555555555555556,21,0.0,N,15,22,2,1,0.24158781443737573
4708,2021-01-02 22:15:00,URB,0.50625,0.06666666666666667,21,0.0,N,15,22,2,1,0.24920036840342316
4708,2021-01-02 22:30:00,URB,0.5270833333333333,0.07777777777777778,22,0.0,N,15,22,2,1,0.24889725488510175
4708,2021-01-02 22:45:00,URB,0.44166666666666665,0.05555555555555556,18,0.0,N,15,22,2,1,0.26276029912706833
4708,2021-01-02 23:00:00,URB,0.45,0.06666666666666667,19,0.0,N,15,23,2,1,0.2673298453222245
4708,2021-01-02 23:15:00,URB,0.5166666666666666,0.06666666666666667,21,0.0,N,15,23,2,1,0.24566070115777627
4708,2021-01-02 23:30:00,URB,0.4,0.05555555555555556,17,0.0,N,15,23,2,1,0.27474993669701236
4708,2021-01-02 23:45:00,URB,0.5333333333333333,0.13333333333333333,27,0.0,N,15,23,2,1,0.28043222850257
4708,2021-01-03 00:00:00,URB,0.3729166666666667,0.05555555555555556,15,0.0,N,15,0,3,1,0.28200203728709894
4708,2021-01-03 00:15:00,URB,0.34791666666666665,0.022222222222222223,15,0.0,N,15,0,3,1,0.26614191097307727
4708,2021-01-03 00:30:00,URB,0.45,0.05555555555555556,18,0.0,N,15,0,3,1,0.2602448686754599
4708,2021-01-03 00:45:00,URB,0.36666666666666664,0.044444444444444446,16,0.0,N,15,0,3,1,0.2762835969119081
4708,2021-01-03 01:00:00,URB,0.21666666666666667,0.03333333333333333,11,0.0,N,15,1,3,1,0.2995041438777497
4708,2021-01-03 01:15:00,URB,0.075,0.011111111111111112,4,0.0,N,15,1,3,1,0.2987417613432619
4708,2021-01-03 01:30:00,URB,0.14166666666666666,0.022222222222222223,6,0.0,N,15,1,3,1,0.3013875082849958
4708,2021-01-03 01:45:00,URB,0.11666666666666667,0.011111111111111112,5,0.0,N,14,1,3,1,0.2959004524646347
4708,2021-01-03 02:00:00,URB,0.13333333333333333,0.022222222222222223,7,0.0,N,15,2,3,1,0.30220806808410755
4708,2021-01-03 02:15:00,URB,0.1,0.022222222222222223,5,0.0,N,15,2,3,1,0.30500022204462207
4708,2021-01-03 02:30:00,URB,0.11458333333333333,0.011111111111111112,5,0.0,N,11,2,3,1,0.2960715324531622
4708,2021-01-03 02:45:00,URB,0.07083333333333333,0.044444444444444446,5,0.0,N,14,2,3,1,0.3224663178615408
4708,2021-01-03 03:00:00,URB,0.0625,0.0,3,0.0,N,12,3,3,1,0.2915134969528354
4708,2021-01-03 03:15:00,URB,0.07083333333333333,0.011111111111111112,3,0.0,N,14,3,3,1,0.2989584193220019
4708,2021-01-03 03:30:00,URB,0.06666666666666667,0.022222222222222223,4,0.0,N,15,3,3,1,0.30700150535499227
4708,2021-01-03 03:45:00,URB,0.05,0.011111111111111112,2,0.0,N,10,3,3,1,0.29985671660441493
4708,2021-01-03 04:00:00,URB,0.04375,0.011111111111111112,2,0.0,N,14,4,3,1,0.30006596844134614
4708,2021-01-03 04:15:00,URB,0.05625,0.011111111111111112,3,0.0,N,9,4,3,1,0.2996196400997879
4708,2021-01-03 04:30:00,URB,0.07083333333333333,0.011111111111111112,4,0.0,N,9,4,3,1,0.2989584193220019
4708,2021-01-03 04:45:00,URB,0.06875,0.011111111111111112,3,0.0,N,11,4,3,1,0.29906212933388265
4708,2021-01-03 05:00:00,URB,0.06666666666666667,0.011111111111111112,3,0.0,N,15,5,3,1,0.2991627581911954
4708,2021-01-03 05:15:00,URB,0.03125,0.011111111111111112,3,0.0,N,8,5,3,1,0.30040090156293753
4708,2021-01-03 05:30:00,URB,0.09583333333333333,0.011111111111111112,5,0.0,N,13,5,3,1,0.29747410640401334
4708,2021-01-03 05:45:00,URB,0.075,0.022222222222222223,5,0.0,N,15,5,3,1,0.3065757493727057
4708,2021-01-03 06:00:00,URB,0.09166666666666666,0.011111111111111112,5,0.0,N,15,6,3,1,0.2977521760996055
4708,2021-01-03 06:15:00,URB,0.06666666666666667,0.011111111111111112,3,0.0,N,13,6,3,1,0.2991627581911954
4708,2021-01-03 06:30:00,URB,0.18333333333333332,0.022222222222222223,7,0.0,N,15,6,3,1,0.2965582846364738
4708,2021-01-03 06:45:00,URB,0.13125,0.022222222222222223,6,0.0,N,15,6,3,1,0.30240558158194486
4708,2021-01-03 07:00:00,URB,0.1,0.011111111111111112,5,0.0,N,15,7,3,1,0.29718379551695695
4708,2021-01-03 07:15:00,URB,0.075,0.011111111111111112,5,0.0,N,15,7,3,1,0.2987417613432619
4708,2021-01-03 07:30:00,URB,0.16041666666666665,0.03333333333333333,7,0.0,N,15,7,3,1,0.3071154672714621
4708,2021-01-03 07:45:00,URB,0.20833333333333334,0.03333333333333333,9,0.0,N,15,7,3,1,0.30076927190582436
4708,2021-01-03 08:00:00,URB,0.16458333333333333,0.022222222222222223,7,0.0,N,15,8,3,1,0.29888051791183257
4708,2021-01-03 08:15:00,URB,0.175,0.022222222222222223,8,0.0,N,15,8,3,1,0.2976203367422825
4708,2021-01-03 08:30:00,URB,0.24166666666666667,0.03333333333333333,10,0.0,N,15,8,3,1,0.29542664603952623
4708,2021-01-03 08:45:00,URB,0.25625,0.12222222222222223,17,0.0,N,15,8,3,1,0.3534097550764883
4708,2021-01-03 09:00:00,URB,0.26666666666666666,0.03333333333333333,12,0.0,N,15,9,3,1,0.29093175379391173
4708,2021-01-03 09:15:00,URB,0.24375,0.03333333333333333,11,0.0,N,15,9,3,1,0.2950679086094731
